0.00.318.843 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.424.319 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q4_K_M.gguf'
0.39.896.873 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.39.933.382 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.39.933.439 I srv  llama_server: model loaded
0.39.933.447 I srv  llama_server: listening on http://0.0.0.0:8091
0.40.019.200 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
10.58.527.996 I slot      release: id  1 | task 4925 | stop processing: n_tokens = 628, truncated = 0
10.58.572.369 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
10.58.572.982 I slot launch_slot_: id  1 | task 5003 | processing task, is_child = 0
11.06.430.078 I slot print_timing: id  1 | task 5003 | prompt eval time =    1225.01 ms /    50 tokens (   24.50 ms per token,    40.82 tokens per second)
11.06.430.085 I slot print_timing: id  1 | task 5003 |        eval time =    6632.02 ms /    76 tokens (   87.26 ms per token,    11.46 tokens per second)
11.06.430.087 I slot print_timing: id  1 | task 5003 |       total time =    7857.03 ms /   126 tokens
11.06.430.088 I slot print_timing: id  1 | task 5003 |    graphs reused =       4655
11.06.430.199 I slot      release: id  1 | task 5003 | stop processing: n_tokens = 628, truncated = 0
11.06.469.061 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
11.06.469.642 I slot launch_slot_: id  1 | task 5081 | processing task, is_child = 0
11.14.255.956 I slot print_timing: id  1 | task 5081 | prompt eval time =    1229.80 ms /    50 tokens (   24.60 ms per token,    40.66 tokens per second)
11.14.255.964 I slot print_timing: id  1 | task 5081 |        eval time =    6556.44 ms /    76 tokens (   86.27 ms per token,    11.59 tokens per second)
11.14.255.965 I slot print_timing: id  1 | task 5081 |       total time =    7786.24 ms /   126 tokens
11.14.255.967 I slot print_timing: id  1 | task 5081 |    graphs reused =       4729
11.14.256.359 I slot      release: id  1 | task 5081 | stop processing: n_tokens = 628, truncated = 0
11.14.298.801 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
11.14.299.463 I slot launch_slot_: id  1 | task 5159 | processing task, is_child = 0
11.22.075.339 I slot print_timing: id  1 | task 5159 | prompt eval time =    1219.80 ms /    50 tokens (   24.40 ms per token,    40.99 tokens per second)
11.22.075.348 I slot print_timing: id  1 | task 5159 |        eval time =    6556.01 ms /    76 tokens (   86.26 ms per token,    11.59 tokens per second)
11.22.075.350 I slot print_timing: id  1 | task 5159 |       total time =    7775.81 ms /   126 tokens
11.22.075.351 I slot print_timing: id  1 | task 5159 |    graphs reused =       4803
11.22.075.466 I slot      release: id  1 | task 5159 | stop processing: n_tokens = 628, truncated = 0
11.22.114.315 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.881
11.22.114.880 I slot launch_slot_: id  1 | task 5237 | processing task, is_child = 0
11.29.887.791 I slot print_timing: id  1 | task 5237 | prompt eval time =    1217.00 ms /    50 tokens (   24.34 ms per token,    41.08 tokens per second)
11.29.887.799 I slot print_timing: id  1 | task 5237 |        eval time =    6555.85 ms /    76 tokens (   86.26 ms per token,    11.59 tokens per second)
11.29.887.800 I slot print_timing: id  1 | task 5237 |       total time =    7772.84 ms /   126 tokens
11.29.887.802 I slot print_timing: id  1 | task 5237 |    graphs reused =       4877
11.29.888.133 I slot      release: id  1 | task 5237 | stop processing: n_tokens = 628, truncated = 0
11.29.930.217 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 177489739691
11.29.930.750 I slot launch_slot_: id  0 | task 5315 | processing task, is_child = 0
11.36.510.271 I slot print_timing: id  0 | task 5315 | prompt processing, n_tokens =    465, progress = 0.95, t =   3.72 s / 125.10 tokens per second
11.38.494.928 I slot print_timing: id  0 | task 5315 | prompt processing, n_tokens =    486, progress = 0.99, t =   5.70 s / 85.24 tokens per second
11.44.404.693 I slot print_timing: id  0 | task 5315 | prompt eval time =    6500.81 ms /   490 tokens (   13.27 ms per token,    75.38 tokens per second)
11.44.404.701 I slot print_timing: id  0 | task 5315 |        eval time =    5110.53 ms /    58 tokens (   88.11 ms per token,    11.35 tokens per second)
11.44.404.703 I slot print_timing: id  0 | task 5315 |       total time =   11611.35 ms /   548 tokens
11.44.404.705 I slot print_timing: id  0 | task 5315 |    graphs reused =       4932
11.44.405.158 I slot      release: id  0 | task 5315 | stop processing: n_tokens = 547, truncated = 0
11.44.443.220 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
11.44.443.667 I slot launch_slot_: id  0 | task 5377 | processing task, is_child = 0
11.50.515.209 I slot print_timing: id  0 | task 5377 | prompt eval time =    1052.17 ms /    25 tokens (   42.09 ms per token,    23.76 tokens per second)
11.50.515.217 I slot print_timing: id  0 | task 5377 |        eval time =    5019.31 ms /    58 tokens (   86.54 ms per token,    11.56 tokens per second)
11.50.515.219 I slot print_timing: id  0 | task 5377 |       total time =    6071.47 ms /    83 tokens
11.50.515.220 I slot print_timing: id  0 | task 5377 |    graphs reused =       4987
11.50.515.529 I slot      release: id  0 | task 5377 | stop processing: n_tokens = 547, truncated = 0
11.50.556.613 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
11.50.557.081 I slot launch_slot_: id  0 | task 5437 | processing task, is_child = 0
11.56.556.870 I slot print_timing: id  0 | task 5437 | prompt eval time =    1026.37 ms /    25 tokens (   41.05 ms per token,    24.36 tokens per second)
11.56.556.879 I slot print_timing: id  0 | task 5437 |        eval time =    4973.36 ms /    58 tokens (   85.75 ms per token,    11.66 tokens per second)
11.56.556.880 I slot print_timing: id  0 | task 5437 |       total time =    5999.72 ms /    83 tokens
11.56.556.882 I slot print_timing: id  0 | task 5437 |    graphs reused =       5042
11.56.556.994 I slot      release: id  0 | task 5437 | stop processing: n_tokens = 547, truncated = 0
11.56.594.670 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
11.56.595.153 I slot launch_slot_: id  0 | task 5497 | processing task, is_child = 0
12.02.579.520 I slot print_timing: id  0 | task 5497 | prompt eval time =    1011.74 ms /    25 tokens (   40.47 ms per token,    24.71 tokens per second)
12.02.579.529 I slot print_timing: id  0 | task 5497 |        eval time =    4972.57 ms /    58 tokens (   85.73 ms per token,    11.66 tokens per second)
12.02.579.531 I slot print_timing: id  0 | task 5497 |       total time =    5984.31 ms /    83 tokens
12.02.579.532 I slot print_timing: id  0 | task 5497 |    graphs reused =       5097
12.02.579.625 I slot      release: id  0 | task 5497 | stop processing: n_tokens = 547, truncated = 0
12.02.617.233 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.896
12.02.617.716 I slot launch_slot_: id  0 | task 5557 | processing task, is_child = 0
12.08.668.131 I slot print_timing: id  0 | task 5557 | prompt eval time =    1077.20 ms /    25 tokens (   43.09 ms per token,    23.21 tokens per second)
12.08.668.138 I slot print_timing: id  0 | task 5557 |        eval time =    4973.13 ms /    58 tokens (   85.74 ms per token,    11.66 tokens per second)
12.08.668.139 I slot print_timing: id  0 | task 5557 |       total time =    6050.33 ms /    83 tokens
12.08.668.141 I slot print_timing: id  0 | task 5557 |    graphs reused =       5152
12.08.668.229 I slot      release: id  0 | task 5557 | stop processing: n_tokens = 547, truncated = 0
12.08.708.221 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 177540471914
12.08.978.234 I slot launch_slot_: id  3 | task 5617 | processing task, is_child = 0
12.16.690.853 I slot print_timing: id  3 | task 5617 | prompt eval time =    1078.22 ms /    31 tokens (   34.78 ms per token,    28.75 tokens per second)
12.16.690.862 I slot print_timing: id  3 | task 5617 |        eval time =    5507.05 ms /    64 tokens (   86.05 ms per token,    11.62 tokens per second)
12.16.690.863 I slot print_timing: id  3 | task 5617 |       total time =    6585.27 ms /    95 tokens
12.16.690.865 I slot print_timing: id  3 | task 5617 |    graphs reused =       5214
12.16.691.281 I slot      release: id  3 | task 5617 | stop processing: n_tokens = 624, truncated = 0
12.16.742.342 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
12.16.743.127 I slot launch_slot_: id  3 | task 5683 | processing task, is_child = 0
12.23.340.532 I slot print_timing: id  3 | task 5683 | prompt eval time =    1079.74 ms /    31 tokens (   34.83 ms per token,    28.71 tokens per second)
12.23.340.540 I slot print_timing: id  3 | task 5683 |        eval time =    5517.57 ms /    64 tokens (   86.21 ms per token,    11.60 tokens per second)
12.23.340.542 I slot print_timing: id  3 | task 5683 |       total time =    6597.31 ms /    95 tokens
12.23.340.543 I slot print_timing: id  3 | task 5683 |    graphs reused =       5276
12.23.340.670 I slot      release: id  3 | task 5683 | stop processing: n_tokens = 624, truncated = 0
12.23.379.516 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
12.23.380.396 I slot launch_slot_: id  3 | task 5749 | processing task, is_child = 0
12.30.076.624 I slot print_timing: id  3 | task 5749 | prompt eval time =    1016.66 ms /    31 tokens (   32.80 ms per token,    30.49 tokens per second)
12.30.076.632 I slot print_timing: id  3 | task 5749 |        eval time =    5679.50 ms /    64 tokens (   88.74 ms per token,    11.27 tokens per second)
12.30.076.634 I slot print_timing: id  3 | task 5749 |       total time =    6696.16 ms /    95 tokens
12.30.076.635 I slot print_timing: id  3 | task 5749 |    graphs reused =       5338
12.30.076.764 I slot      release: id  3 | task 5749 | stop processing: n_tokens = 624, truncated = 0
12.30.115.895 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
12.30.116.540 I slot launch_slot_: id  3 | task 5815 | processing task, is_child = 0
12.36.739.688 I slot print_timing: id  3 | task 5815 | prompt eval time =    1061.59 ms /    31 tokens (   34.24 ms per token,    29.20 tokens per second)
12.36.739.721 I slot print_timing: id  3 | task 5815 |        eval time =    5561.50 ms /    64 tokens (   86.90 ms per token,    11.51 tokens per second)
12.36.739.723 I slot print_timing: id  3 | task 5815 |       total time =    6623.09 ms /    95 tokens
12.36.739.724 I slot print_timing: id  3 | task 5815 |    graphs reused =       5400
12.36.739.834 I slot      release: id  3 | task 5815 | stop processing: n_tokens = 624, truncated = 0
12.36.778.950 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
12.36.779.536 I slot launch_slot_: id  3 | task 5881 | processing task, is_child = 0
12.43.322.146 I slot print_timing: id  3 | task 5881 | prompt eval time =    1033.79 ms /    31 tokens (   33.35 ms per token,    29.99 tokens per second)
12.43.322.154 I slot print_timing: id  3 | task 5881 |        eval time =    5508.77 ms /    64 tokens (   86.07 ms per token,    11.62 tokens per second)
12.43.322.155 I slot print_timing: id  3 | task 5881 |       total time =    6542.55 ms /    95 tokens
12.43.322.157 I slot print_timing: id  3 | task 5881 |    graphs reused =       5462
12.43.322.261 I slot      release: id  3 | task 5881 | stop processing: n_tokens = 624, truncated = 0
12.43.361.518 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.924 (> 0.100 thold), f_keep = 0.854
12.43.362.164 I slot launch_slot_: id  3 | task 5947 | processing task, is_child = 0
12.53.229.143 I slot print_timing: id  3 | task 5947 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
12.54.277.108 I slot print_timing: id  3 | task 5947 | prompt eval time =    1215.38 ms /    47 tokens (   25.86 ms per token,    38.67 tokens per second)
12.54.277.133 I slot print_timing: id  3 | task 5947 |        eval time =    9699.51 ms /   112 tokens (   86.60 ms per token,    11.55 tokens per second)
12.54.277.134 I slot print_timing: id  3 | task 5947 |       total time =   10914.89 ms /   159 tokens
12.54.277.136 I slot print_timing: id  3 | task 5947 |    graphs reused =       5572
12.54.277.522 I slot      release: id  3 | task 5947 | stop processing: n_tokens = 688, truncated = 0
12.54.320.954 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
12.54.321.606 I slot launch_slot_: id  3 | task 6061 | processing task, is_child = 0
13.04.193.116 I slot print_timing: id  3 | task 6061 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
13.05.241.306 I slot print_timing: id  3 | task 6061 | prompt eval time =    1217.39 ms /    47 tokens (   25.90 ms per token,    38.61 tokens per second)
13.05.241.313 I slot print_timing: id  3 | task 6061 |        eval time =    9702.25 ms /   112 tokens (   86.63 ms per token,    11.54 tokens per second)
13.05.241.315 I slot print_timing: id  3 | task 6061 |       total time =   10919.64 ms /   159 tokens
13.05.241.316 I slot print_timing: id  3 | task 6061 |    graphs reused =       5682
13.05.241.697 I slot      release: id  3 | task 6061 | stop processing: n_tokens = 688, truncated = 0
13.05.296.160 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
13.05.296.869 I slot launch_slot_: id  3 | task 6175 | processing task, is_child = 0
13.15.319.774 I slot print_timing: id  3 | task 6175 | n_decoded =    100, tg =  11.36 t/s, tg_3s =  11.36 t/s
13.16.423.900 I slot print_timing: id  3 | task 6175 | prompt eval time =    1217.34 ms /    47 tokens (   25.90 ms per token,    38.61 tokens per second)
13.16.423.942 I slot print_timing: id  3 | task 6175 |        eval time =    9909.62 ms /   112 tokens (   88.48 ms per token,    11.30 tokens per second)
13.16.423.944 I slot print_timing: id  3 | task 6175 |       total time =   11126.96 ms /   159 tokens
13.16.423.946 I slot print_timing: id  3 | task 6175 |    graphs reused =       5792
13.16.424.317 I slot      release: id  3 | task 6175 | stop processing: n_tokens = 688, truncated = 0
13.16.466.730 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
13.16.467.406 I slot launch_slot_: id  3 | task 6289 | processing task, is_child = 0
13.26.518.204 I slot print_timing: id  3 | task 6289 | n_decoded =    100, tg =  11.40 t/s, tg_3s =  11.40 t/s
13.27.587.541 I slot print_timing: id  3 | task 6289 | prompt eval time =    1277.78 ms /    47 tokens (   27.19 ms per token,    36.78 tokens per second)
13.27.587.549 I slot print_timing: id  3 | task 6289 |        eval time =    9842.29 ms /   112 tokens (   87.88 ms per token,    11.38 tokens per second)
13.27.587.556 I slot print_timing: id  3 | task 6289 |       total time =   11120.07 ms /   159 tokens
13.27.587.557 I slot print_timing: id  3 | task 6289 |    graphs reused =       5902
13.27.587.907 I slot      release: id  3 | task 6289 | stop processing: n_tokens = 688, truncated = 0
13.27.632.087 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
13.27.632.755 I slot launch_slot_: id  3 | task 6403 | processing task, is_child = 0
13.37.525.192 I slot print_timing: id  3 | task 6403 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
